"","Project.Plot","Plant_tag","DBH_mm","Height_m","Veg_Type","ID","Status","Distance_km"
"3220","DF_5B","4644",10.2,15,"Tree","Baphia leptobotris","Defaunated",9.323
"3221","DF_5B","4651",69,11,"Tree","Cola rostrata","Defaunated",9.323
"3222","DF_5B","4652",60,10,"Tree","Santiria trimera","Defaunated",9.323
"3223","DF_5B","4657",46.9,8,"Tree","Plagiostyles africana","Defaunated",9.323
"3224","DF_5B","3770",22.6,2.1,"Tree","Rhinorea sp 1","Defaunated",9.323
"3225","DF_5B","3771",23.8,3.2,"Tree","Greenwayodendron suaveolens","Defaunated",9.323
"3226","DF_5B","3774",19.5,2.8,"Tree","Strombosia pustulata","Defaunated",9.323
"3227","DF_5B","3776",32.4,4.5,"Tree","Baphia leptobotris","Defaunated",9.323
"3228","DF_5B","3778",14,1.5,"Sapling","Strombosia pustulata","Defaunated",9.323
"3229","DF_5B","3784",29.7,4,"Tree","Diogoa zenkeri","Defaunated",9.323
"3230","DF_5B","4161",21,2.7,"Tree","Diogoa zenkeri","Defaunated",9.323
"3231","DF_5B","4471",120,12,"Tree","Annonidium manni","Defaunated",9.323
"3232","DF_5B","4998",90,8,"Tree","Scorodophloeus zenkeri","Defaunated",9.323
"3233","DF_5B","4341",21.8,3.5,"Tree","Chytranthus talbotii","Defaunated",9.323
"3234","DF_5B","4343",22.5,3.1,"Tree","Chytranthus talbotii","Defaunated",9.323
"3235","DF_5B","4345",10.8,1.8,"Sapling","Chytranthus talbotii","Defaunated",9.323
"3236","DF_5B","4346",24.7,3.8,"Tree","Diogoa zenkeri","Defaunated",9.323
"3237","DF_5B","4346",24.7,3.8,"Tree","Garcinia afzelli","Defaunated",9.323
"3238","DF_5B","4347",48.4,7,"Tree","Garcinia afzelli","Defaunated",9.323
"3239","DF_5B","4348",19.3,2.4,"Tree","Diogoa zenkeri","Defaunated",9.323
"3240","DF_5B","4353",25.6,5,"Tree","Greenwayodendron suaveolens","Defaunated",9.323
"3241","DF_5B","4358",25,3.6,"Tree","Quassia africana","Defaunated",9.323
"3242","DF_5B","4363",8.8,2.9,"Tree","Greenwayodendron suaveolens","Defaunated",9.323
"3243","DF_5B","4364",31.8,3.2,"Tree","Diogoa zenkeri","Defaunated",9.323
"3244","DF_5B","4365",34.6,8,"Tree","Diogoa zenkeri","Defaunated",9.323
"3245","DF_5B","4473",41.4,8,"Tree","Diogoa zenkeri","Defaunated",9.323
"3246","DF_5B","4474",64,10,"Tree","Santiria trimera","Defaunated",9.323
"3247","DF_5B","4999",356,20,"Tree","Scorodophloeus zenkeri","Defaunated",9.323
"3248","DF_5B","2987",28.7,6,"Tree","Quassia africana","Defaunated",9.323
"3249","DF_5B","2990",20.5,2.1,"Tree","Afrostyrax lepidophyllus","Defaunated",9.323
"3250","DF_5B","2992",16.8,2,"Tree","Baphia leptobotris","Defaunated",9.323
"3251","DF_5B","2994",15.3,1.7,"Sapling","Diogoa zenkeri","Defaunated",9.323
"3252","DF_5B","3085",21.4,3.1,"Tree","Chytranthus talbotii","Defaunated",9.323
"3253","DF_5B","3123",20.6,5,"Tree","Greenwayodendron suaveolens","Defaunated",9.323
"3254","DF_5B","3126",17.3,2.4,"Tree","Cola sp 1","Defaunated",9.323
"3255","DF_5B","3129",20.7,3,"Tree","Quassia africana","Defaunated",9.323
"3256","DF_5B","3130",17.8,2.3,"Tree","Diogoa zenkeri","Defaunated",9.323
"3257","DF_5B","3131",24.9,2,"Tree","Diogoa zenkeri","Defaunated",9.323
"3258","DF_5B","3131",24.9,2,"Tree","Diogoa zenkeri","Defaunated",9.323
"3259","DF_5B","3139",16.3,1.9,"Sapling","Rhinorea sp 1","Defaunated",9.323
"3260","DF_5B","4077",29.5,3.8,"Tree","Crudia gabonensis","Defaunated",9.323
"3261","DF_5B","4402",255,25,"Tree","Santiria trimera","Defaunated",9.323
"3262","DF_5B","4403",70,12,"Tree","Scorodophloeus zenkeri","Defaunated",9.323
"3263","DF_5B","4404",46.3,2.4,"Tree","Crudia gabonensis","Defaunated",9.323
"3264","DF_5B","4410",31.2,45,"Tree","Crudia gabonensis","Defaunated",9.323
"3265","DF_5B","3318",17.2,2.2,"Tree","Coffea sp 1","Defaunated",9.323
"3266","DF_5B","3330",27.6,1.8,"Sapling","Crudia gabonensis","Defaunated",9.323
"3267","DF_5B","3341",15.5,1.9,"Sapling","Baphia leptobotris","Defaunated",9.323
"3268","DF_5B","3342",25.5,5,"Tree","Centroplacus glaucinus","Defaunated",9.323
"3269","DF_5B","3382",21.5,4,"Tree","Diogoa zenkeri","Defaunated",9.323
"3270","DF_5B","4378",11.7,2.2,"Tree","Oncoba welwitschii","Defaunated",9.323
"3271","DF_5B","4477",47.9,7,"Tree","Diogoa zenkeri","Defaunated",9.323
"3272","DF_5B","4477",47.9,7,"Tree","Scorodophloeus zenkeri","Defaunated",9.323
"3273","DF_5B","4478",55,5,"Tree","Klaineanthus gabonii","Defaunated",9.323
"3274","DF_5B","5305",19.7,2.3,"Tree","Crudia gabonensis","Defaunated",9.323
"3275","DF_5B","5307",13.4,1.7,"Sapling","Phyllanthus diandrus","Defaunated",9.323
"3276","DF_5B","5312",18.5,2.1,"Tree","Baphia leptobotris","Defaunated",9.323
"3277","DF_5B","5318",15.6,4,"Tree","Crudia gabonensis","Defaunated",9.323
"3278","DF_5B","5318",15.6,4,"Tree","Crudia gabonensis","Defaunated",9.323
"3279","DF_5B","2807",16,1.7,"Sapling","Diogoa zenkeri","Defaunated",9.323
"3280","DF_5B","2808",34.7,6,"Tree","Diogoa zenkeri","Defaunated",9.323
"3281","DF_5B","2810",19.7,1.9,"Sapling","Crudia gabonensis","Defaunated",9.323
"3282","DF_5B","2811",22.1,3,"Tree","Strombosia pustulata","Defaunated",9.323
"3283","DF_5B","2823",13.2,3.1,"Tree","Crudia gabonensis","Defaunated",9.323
"3284","DF_5B","2834",25.8,2.9,"Tree","Klaineanthus gabonii","Defaunated",9.323
"3285","DF_5B","2840",32.8,6,"Tree","Centroplacus glaucinus","Defaunated",9.323
"3286","DF_5B","3033",29.1,2.2,"Tree","Chytranthus talbotii","Defaunated",9.323
"3287","DF_5B","3136",9.8,1.6,"Sapling","Thomandersia congolana","Defaunated",9.323
"3288","DF_5B","3136",9.8,1.6,"Sapling","Thomandersia congolana","Defaunated",9.323
"3289","DF_5B","3465",13.8,1.5,"Sapling","Crudia gabonensis","Defaunated",9.323
"3290","DF_5B","3477",14.7,2.9,"Tree","Diogoa zenkeri","Defaunated",9.323
"3291","DF_5B","3477",14.7,2.9,"Tree","Diogoa zenkeri","Defaunated",9.323
"3292","DF_5B","3447",13.9,1.5,"Sapling","Dacryodes normandii","Defaunated",9.323
"3293","DF_5B","3450",4.8,2.6,"Tree","Diogoa zenkeri","Defaunated",9.323
"3294","DF_5B","3451",31.3,3.1,"Tree","Quassia africana","Defaunated",9.323
"3295","DF_5B","3452",15.6,3,"Tree","Diospyros oleana","Defaunated",9.323
"3296","DF_5B","3453",32.3,3.8,"Tree","Quassia africana","Defaunated",9.323
"3297","DF_5B","3458",49.5,7,"Tree","Afrostyrax lepidophyllus","Defaunated",9.323
"3298","DF_5B","3466",10.5,1.5,"Sapling","Rhinorea sp 1","Defaunated",9.323
"3299","DF_5B","3469",30.7,3.8,"Tree","Crudia gabonensis","Defaunated",9.323
"3300","DF_5B","3473",16.8,2.8,"Tree","Diogoa zenkeri","Defaunated",9.323
"3301","DF_5B","3474",25.4,3.5,"Tree","Thomandersia congolana","Defaunated",9.323
"3302","DF_5B","3478",22,3.7,"Tree","Scorodophloeus zenkeri","Defaunated",9.323
"3303","DF_5B","3483",22.4,2.4,"Tree","Quassia africana","Defaunated",9.323
"3304","DF_5B","3489",14.6,1.8,"Sapling","Diogoa zenkeri","Defaunated",9.323
"3305","DF_5B","3490",8.8,1.5,"Sapling","Greenwayodendron suaveolens","Defaunated",9.323
"3306","DF_5B","4659",48.9,10,"Tree","Diogoa zenkeri","Defaunated",9.323
"3307","DF_5B","2522",11.4,1.5,"Sapling","Scorodophloeus zenkeri","Defaunated",9.323
"3308","DF_5B","3568",31.9,3.5,"Tree","Quassia africana","Defaunated",9.323
"3309","DF_5B","3576",30.6,3.5,"Tree","Crudia gabonensis","Defaunated",9.323
"3310","DF_5B","3577",23.9,3.3,"Tree","Diogoa zenkeri","Defaunated",9.323
"3311","DF_5B","3579",11.7,1.8,"Sapling","Thomandersia congolana","Defaunated",9.323
"3312","DF_5B","3582",15.7,1.6,"Sapling","Scorodophloeus zenkeri","Defaunated",9.323
"3313","DF_5B","3583",22.7,3,"Tree","Beilschmiedia sp 1","Defaunated",9.323
"3314","DF_5B","3584",16.5,2.1,"Tree","Strombosiopsis tetrandra","Defaunated",9.323
"3315","DF_5B","3594",13.9,1.7,"Sapling","Diogoa zenkeri","Defaunated",9.323
"3316","DF_5B","3595",34.2,4,"Tree","Santiria trimera","Defaunated",9.323
"3317","DF_5B","3596",11.6,1.8,"Sapling","Diogoa zenkeri","Defaunated",9.323
"3318","DF_5B","3597",20.2,2.1,"Tree","Grewia coriacea","Defaunated",9.323
"3319","DF_5B","3605",32.6,3.9,"Tree","Santiria trimera","Defaunated",9.323
"3320","DF_5B","3606",25.1,3.6,"Tree","Greenwayodendron suaveolens","Defaunated",9.323
"3321","DF_5B","3609",22.9,3.3,"Tree","Garcinia smeathmanni","Defaunated",9.323
"3322","DF_5B","3611",27.4,5,"Tree","Dacryodes normandii","Defaunated",9.323
"3323","DF_5B","3613",24.9,4.2,"Tree","Diogoa zenkeri","Defaunated",9.323
"3324","DF_5B","3614",27.5,4.1,"Tree","Greenwayodendron suaveolens","Defaunated",9.323
"3325","DF_5B","3615",15.7,2.4,"Tree","Chytranthus talbotii","Defaunated",9.323
"3326","DF_5B","3623",13.2,1.5,"Sapling","Chytranthus talbotii","Defaunated",9.323
"3327","DF_5B","3624",42.9,4,"Tree","Quassia africana","Defaunated",9.323
"3328","DF_5B","4674",235,15,"Tree","Cola rostrata","Defaunated",9.323
"3329","DF_5B","4717",43.5,5,"Tree","Cola rostrata","Defaunated",9.323
"3330","DF_5B","4717",43.5,5,"Tree","Cola rostrata","Defaunated",9.323
"3331","DF_5B","4723",291,15,"Tree","Plagiostyles africana","Defaunated",9.323
"3332","DF_5B","4724",48.7,4.5,"Tree","Afrostyrax lepidophyllus","Defaunated",9.323
"3333","DF_5B","4743",42.5,6,"Tree","Crudia gabonensis","Defaunated",9.323
"3334","DF_5B","3122",35.8,4.6,"Tree","Santiria trimera","Defaunated",9.323
"3335","DF_5B","3586",26.2,2.9,"Tree","Quassia africana","Defaunated",9.323
"3336","DF_5B","3586",26.2,2.9,"Tree","Quassia africana","Defaunated",9.323
"3337","DF_5B","3845",15.3,1.8,"Sapling","Diogoa zenkeri","Defaunated",9.323
"3338","DF_5B","3849",21,4,"Tree","Baphia leptobotris","Defaunated",9.323
"3339","DF_5B","3850",11.1,2.1,"Tree","Chytranthus talbotii","Defaunated",9.323
"3340","DF_5B","3850",11.1,2.1,"Tree","Chytranthus talbotii","Defaunated",9.323
"3341","DF_5B","3851",29.6,2.5,"Tree","Beilschmiedia sp 1","Defaunated",9.323
"3342","DF_5B","4100",30.3,3.1,"Tree","Chytranthus talbotii","Defaunated",9.323
"3343","DF_5B","4643",2.6,3.9,"Tree","Diogoa zenkeri","Defaunated",9.323
"3344","DF_5B","4671",30.7,4.2,"Tree","Crudia gabonensis","Defaunated",9.323
"3345","DF_5B","4676",33.8,5,"Tree","Crudia gabonensis","Defaunated",9.323
"3346","DF_5B","4155",12.8,1.8,"Sapling","Scorodophloeus zenkeri","Defaunated",9.323
"3347","DF_5B","4157",11.6,1.5,"Sapling","Phyllanthus diandrus","Defaunated",9.323
"3348","DF_5B","4159",18.4,3.1,"Tree","Crudia gabonensis","Defaunated",9.323
"3349","DF_5B","4160",22.5,8,"Tree","Phyllanthus diandrus","Defaunated",9.323
"3350","DF_5B","4172",13.3,1.9,"Sapling","Greenwayodendron suaveolens","Defaunated",9.323
"3351","DF_5B","4172",13.3,1.9,"Sapling","Diogoa zenkeri","Defaunated",9.323
"3352","DF_5B","4174",22.4,1.7,"Sapling","Quassia africana","Defaunated",9.323
"3353","DF_5B","4175",15.7,1.6,"Sapling","Chytranthus talbotii","Defaunated",9.323
"3354","DF_5B","4176",18.4,3,"Tree","Centroplacus glaucinus","Defaunated",9.323
"3355","DF_5B","4179",13.7,1.9,"Sapling","Crudia gabonensis","Defaunated",9.323
"3356","DF_5B","4180",10.6,1.6,"Sapling","Trichoscypha acuminata","Defaunated",9.323
"3357","DF_5B","4182",14.2,3.3,"Tree","Afrostyrax lepidophyllus","Defaunated",9.323
"3358","DF_5B","4184",19.7,3,"Tree","Greenwayodendron suaveolens","Defaunated",9.323
"3359","DF_5B","4661",42.7,8,"Tree","Klaineanthus gabonii","Defaunated",9.323
"3360","DF_5B","4662",50,8,"Tree","Baphia leptobotris","Defaunated",9.323
"3361","DF_5B","4662",50,8,"Tree","Santiria trimera","Defaunated",9.323
"3362","DF_5B","4665",39.1,7,"Tree","Strombosia pustulata","Defaunated",9.323
"3363","DF_5B","4667",38.7,2.8,"Tree","Manotes macrantha","Defaunated",9.323
"3364","DF_5B","4672",33.9,3.9,"Tree","Quassia africana","Defaunated",9.323
"3365","DF_5B","3979",11.5,2,"Tree","Phyllanthus diandrus","Defaunated",9.323
"3366","DF_5B","3986",14.7,1.6,"Sapling","Centroplacus glaucinus","Defaunated",9.323
"3367","DF_5B","3988",11.6,1.8,"Sapling","Diogoa zenkeri","Defaunated",9.323
"3368","DF_5B","3990",50,8,"Tree","Rhinorea sp 1","Defaunated",9.323
"3369","DF_5B","3991",30.7,2,"Tree","Chytranthus talbotii","Defaunated",9.323
"3370","DF_5B","4072",39.2,8,"Tree","Baphia leptobotris","Defaunated",9.323
"3371","DF_5B","4666",32.8,3.1,"Tree","Crudia gabonensis","Defaunated",9.323
"3372","DF_5B","3044",11.2,2,"Tree","Centroplacus glaucinus","Defaunated",9.323
"3373","DF_5B","4894",15.3,2.1,"Tree","Chytranthus talbotii","Defaunated",9.323
"3374","DF_5B","5537",16.7,3.8,"Tree","Crudia gabonensis","Defaunated",9.323
"3375","DF_5B","5538",14.9,3.4,"Tree","Baphia leptobotris","Defaunated",9.323
"3376","DF_5B","5540",15.4,1.8,"Sapling","Crudia gabonensis","Defaunated",9.323
"3377","DF_5B","5542",23.8,4.4,"Tree","Thomandersia congolana","Defaunated",9.323
"3378","DF_5B","5543",25.2,2.4,"Tree","Diogoa zenkeri","Defaunated",9.323
"3379","DF_5B","5544",390,26,"Tree","Margaritaria discoidea","Defaunated",9.323
"3380","DF_5B","5545",150,13,"Tree","Diogoa zenkeri","Defaunated",9.323
"3381","DF_5B","JN17",11.7,1.6,"Sapling","Irvingia gabonensis","Defaunated",9.323
"3382","DF_5B","JN17",11.7,1.6,"Sapling","Geophyla afzelli","Defaunated",9.323
"3383","DF_5B","RG18",12.7,1.9,"Sapling","Geophyla afzelli","Defaunated",9.323
"3384","DF_5B","RG18",12.7,1.9,"Sapling","Phyllanthus diandrus","Defaunated",9.323
"3385","DF_5B","RG18",12.7,1.9,"Sapling","Megaphrynium gabonense","Defaunated",9.323
"3386","DF_5B","RG18",12.7,1.9,"Sapling","Agellae paradoxa","Defaunated",9.323
"3387","DF_5B","4366",14,1.5,"Sapling","Strombosia pustulata","Defaunated",9.323
"3388","DF_5B","4374",21.2,2,"Tree","Thomandersia congolana","Defaunated",9.323
"3389","DF_5B","4374",21.2,2,"Tree","Chytranthus talbotii","Defaunated",9.323
"3390","DF_5B","4376",21.5,3.3,"Tree","Diogoa zenkeri","Defaunated",9.323
"3391","DF_5B","4381",24.1,4,"Tree","Crudia gabonensis","Defaunated",9.323
"3392","DF_5B","4386",15.8,3.4,"Tree","Centroplacus glaucinus","Defaunated",9.323
"3393","DF_5B","4386",15.8,3.4,"Tree","Greenwayodendron suaveolens","Defaunated",9.323
"3394","DF_5B","4392",18.2,3,"Tree","Centroplacus glaucinus","Defaunated",9.323
"3395","DF_5B","4393",25.4,3.2,"Tree","Crudia gabonensis","Defaunated",9.323
"3396","DF_5B","4397",23.4,4,"Tree","Baphia leptobotris","Defaunated",9.323
"3397","DF_5B","4469",61,10,"Tree","Diogoa zenkeri","Defaunated",9.323
"3398","DF_5B","4472",60,8,"Tree","Cissus denclagei","Defaunated",9.323
"3399","DF_5B","4472",60,8,"Tree","Baphia leptobotris","Defaunated",9.323
"3400","DF_5B","3103",30.7,3,"Tree","Crudia gabonensis","Defaunated",9.323
"3401","DF_5B","3105",27.3,1.8,"Sapling","Crudia gabonensis","Defaunated",9.323
"3402","DF_5B","3106",22.3,2.9,"Tree","Diogoa zenkeri","Defaunated",9.323
"3403","DF_5B","3110",31.7,2.2,"Tree","Diogoa zenkeri","Defaunated",9.323
"3404","DF_5B","3113",19.9,2.5,"Tree","Diogoa zenkeri","Defaunated",9.323
"3405","DF_5B","3114",17.8,3.5,"Tree","Thomandersia congolana","Defaunated",9.323
"3406","DF_5B","3119",17.8,2,"Tree","Thomandersia congolana","Defaunated",9.323
"3407","DF_5B","3120",13.7,1.8,"Sapling","Scorodophloeus zenkeri","Defaunated",9.323
"3408","DF_5B","3121",21.5,3,"Tree","Rhinorea sp 1","Defaunated",9.323
"3409","DF_5B","3132",28.9,5,"Tree","Scorodophloeus zenkeri","Defaunated",9.323
"3410","DF_5B","4476",64,3.2,"Tree","Irvingia gabonensis","Defaunated",9.323
"3411","DF_5B","5330",16.7,3,"Tree","Baphia leptobotris","Defaunated",9.323
"3412","DF_5B","5330",16.7,3,"Tree","Baphia leptobotris","Defaunated",9.323
"3413","DF_5B","5331",9.7,2.3,"Tree","Chytranthus talbotii","Defaunated",9.323
"3414","DF_5B","5332",44.8,2.5,"Tree","Quassia africana","Defaunated",9.323
"3415","DF_5B","5335",15.3,2.2,"Tree","Odoniodendron sp 1","Defaunated",9.323
"3416","DF_5B","5339",19.7,2.6,"Tree","Baphia leptobotris","Defaunated",9.323
"3417","DF_5B","5385",28.4,6.08,"Tree","Phyllanthus diandrus","Defaunated",9.323
"3418","DF_5B","5387",29.6,2.2,"Tree","Crudia gabonensis","Defaunated",9.323
"3419","DF_5B","5392",22.4,1.8,"Sapling","Crudia gabonensis","Defaunated",9.323
"3420","DF_5B","2792",8.8,2.7,"Tree","Manotes macrantha","Defaunated",9.323
"3421","DF_5B","2795",15.3,3.4,"Tree","Phyllanthus diandrus","Defaunated",9.323
"3422","DF_5B","2797",20.1,3.4,"Tree","Diogoa zenkeri","Defaunated",9.323
"3423","DF_5B","2798",31.3,6,"Tree","Diogoa zenkeri","Defaunated",9.323
"3424","DF_5B","2799",16.3,1.9,"Sapling","Diogoa zenkeri","Defaunated",9.323
"3425","DF_5B","2815",48.6,7,"Tree","Crudia gabonensis","Defaunated",9.323
"3426","DF_5B","2817",7.6,1.6,"Sapling","Thomandersia congolana","Defaunated",9.323
"3427","DF_5B","2818",9.2,1.5,"Sapling","Thomandersia congolana","Defaunated",9.323
"3428","DF_5B","2820",14,2.6,"Tree","Phyllanthus diandrus","Defaunated",9.323
"3429","DF_5B","2821",9.5,1.8,"Sapling","Holmania denquelmaniana","Defaunated",9.323
"3430","DF_5B","3133",13.4,1.8,"Sapling","Quassia africana","Defaunated",9.323
"3431","DF_5B","3133",13.4,1.8,"Sapling","Quassia africana","Defaunated",9.323
"3432","DF_5B","5406",20.5,2.7,"Tree","Diogoa zenkeri","Defaunated",9.323
"3433","DF_5B","3142",12.9,2.5,"Tree","Grewia coriacea","Defaunated",9.323
"3434","DF_5B","4536",21,2.85,"Tree","Quassia africana","Defaunated",9.323
"3435","DF_5B","5519",17.4,2,"Tree","Cola sp 1","Defaunated",9.323
"3436","DF_5B","5520",24,3.8,"Tree","Greenwayodendron suaveolens","Defaunated",9.323
"3437","DF_5B","5522",33.2,7.5,"Tree","Greenwayodendron gabonensis","Defaunated",9.323
"3438","DF_5B","5523",33.4,4,"Tree","Quassia africana","Defaunated",9.323
"3439","DF_5B","5524",20,4,"Tree","Carpolobia alba","Defaunated",9.323
"3440","DF_5B","5525",17,3.28,"Tree","Diospyros zenkeri","Defaunated",9.323
"3441","DF_5B","5529",24.8,4.4,"Tree","Thomandersia congolana","Defaunated",9.323
"3442","DF_5B","5530",43.5,5,"Tree","Rhinorea sp 1","Defaunated",9.323
"3443","DF_5B","5531",31.2,2.95,"Tree","Diogoa zenkeri","Defaunated",9.323
"3444","DF_5B","BC04",5.9,27,"Tree","Quassia africana","Defaunated",9.323
"3445","DF_5B","BC05",3.9,20,"Tree","Scaphopetalum blackii","Defaunated",9.323
"3446","DF_5B","BC16",7.2,37,"Tree","Dalhousiea africana","Defaunated",9.323
"3447","DF_5B","BL02",4.8,7,"Tree","Afrostyrax lepidophyllus","Defaunated",9.323
"3448","DF_5B","BL11",3.1,4,"Tree","Thomandersia congolana","Defaunated",9.323
"3449","DF_5B","BL11",2,1.5,"Sapling","Thomandersia congolana","Defaunated",9.323
"3450","DF_5B","BL14",2.2,25,"Tree","Quassia africana","Defaunated",9.323
"3451","DF_5B","BL14",2.2,25,"Tree","Dalhousiea africana","Defaunated",9.323
"3452","DF_5B","BL14",2.2,25,"Tree","Dalhousiea africana","Defaunated",9.323
"3453","DF_5B","BL14",2.2,25,"Tree","Scaphopetalum blackii","Defaunated",9.323
"3454","DF_5B","BL14",2.2,25,"Tree","Quassia africana","Defaunated",9.323
"3455","DF_5B","BL14",2.2,25,"Tree","Scaphopetalum blackii","Defaunated",9.323
"3456","DF_5B","BL14",16,1.7,"Sapling","Quassia africana","Defaunated",9.323
"3457","DF_5B","BL14",16,1.7,"Sapling","Dalhousiea africana","Defaunated",9.323
"3458","DF_5B","BL14",16,1.7,"Sapling","Dalhousiea africana","Defaunated",9.323
"3459","DF_5B","BL14",16,1.7,"Sapling","Scaphopetalum blackii","Defaunated",9.323
"3460","DF_5B","BL14",16,1.7,"Sapling","Quassia africana","Defaunated",9.323
"3461","DF_5B","BL14",16,1.7,"Sapling","Scaphopetalum blackii","Defaunated",9.323
"3462","DF_5B","BL18",3,20,"Tree","Agellae paradoxa","Defaunated",9.323
"3463","DF_5B","BL18",3,30,"Tree","Agellae paradoxa","Defaunated",9.323
"3464","DF_5B","JN07",2,4,"Tree","Gnetum africanum","Defaunated",9.323
"3465","DF_5B","JN09",12.9,1.7,"Sapling","Klaineanthus gabonii","Defaunated",9.323
"3466","DF_5B","JN09",12.9,1.7,"Sapling","Diogoa zenkeri","Defaunated",9.323
"3467","DF_5B","RG01",3.3,45,"Tree","Agellae paradoxa","Defaunated",9.323
"3468","DF_5B","RG05",5.5,48,"Tree","Afrostyrax lepidophyllus","Defaunated",9.323
"3469","DF_5B","RG05",5.5,48,"Tree","Agellae paradoxa","Defaunated",9.323
"3470","DF_5B","VI01",2.3,22,"Tree","Thomandersia congolana","Defaunated",9.323
"3471","DF_5B","VI17",7.9,4.4,"Tree","Chnestis ferruginea","Defaunated",9.323
"3472","DF_5B","VT09",1.5,2,"Tree","Quassia africana","Defaunated",9.323
"3473","DF_5B","VT20",3.9,7,"Tree","Geophyla afzelli","Defaunated",9.323
"3474","DF_5B","3589",22.3,3.6,"Tree","Diogoa zenkeri","Defaunated",9.323
"3475","DF_5B","3591",9.2,1.5,"Sapling","Thomandersia congolana","Defaunated",9.323
"3476","DF_5B","3598",12.9,1.5,"Sapling","Greenwayodendron suaveolens","Defaunated",9.323
"3477","DF_5B","3599",18.8,4,"Tree","Carpolobia alba","Defaunated",9.323
"3478","DF_5B","3600",45.4,3.4,"Tree","Quassia africana","Defaunated",9.323
"3479","DF_5B","3601",22.4,3.3,"Tree","Diogoa zenkeri","Defaunated",9.323
"3480","DF_5B","3612",19.3,1.5,"Sapling","Synsepalum longifolia","Defaunated",9.323
"3481","DF_5B","4718",50.2,7,"Tree","Trichoscypha acuminata","Defaunated",9.323
"3482","DF_5B","4718",50.2,7,"Tree","Trichoscypha abut","Defaunated",9.323
"3483","DF_5B","3551",27.8,3.3,"Tree","Thomandersia congolana","Defaunated",9.323
"3484","DF_5B","3551",27.8,3.3,"Tree","Thomandersia congolana","Defaunated",9.323
"3485","DF_5B","3856",9.3,1.6,"Sapling","Strombosia pustulata","Defaunated",9.323
"3486","DF_5B","3857",17.8,3.1,"Tree","Strombosia pustulata","Defaunated",9.323
"3487","DF_5B","3860",15,2.8,"Tree","Grewia coriacea","Defaunated",9.323
"3488","DF_5B","3861",12.4,1.6,"Sapling","Xylopia hypolampra","Defaunated",9.323
"3489","DF_5B","3866",17.6,2.2,"Tree","Chytranthus talbotii","Defaunated",9.323
"3490","DF_5B","3866",17.6,2.2,"Tree","Chytranthus talbotii","Defaunated",9.323
"3491","DF_5B","3867",25.7,1.9,"Sapling","Diogoa zenkeri","Defaunated",9.323
"3492","DF_5B","3868",43.6,3,"Tree","Quassia africana","Defaunated",9.323
"3493","DF_5B","3869",16.2,2.4,"Tree","Diogoa zenkeri","Defaunated",9.323
"3494","DF_5B","3872",17.6,3,"Tree","Diogoa zenkeri","Defaunated",9.323
"3495","DF_5B","3873",19.9,2.7,"Tree","Crudia gabonensis","Defaunated",9.323
"3496","DF_5B","3874",29.3,1.9,"Sapling","Crudia gabonensis","Defaunated",9.323
"3497","DF_5B","4083",30.2,7,"Tree","Crudia gabonensis","Defaunated",9.323
"3498","DF_5B","4085",19.5,1.5,"Sapling","Dracaena aubryana","Defaunated",9.323
"3499","DF_5B","4099",29.4,3.5,"Tree","Santiria trimera","Defaunated",9.323
"3500","DF_5B","4695",285,23,"Tree","Parkia bicolor","Defaunated",9.323
"3501","DF_5B","4699",40.6,8,"Tree","Santiria trimera","Defaunated",9.323
"3502","DF_5B","4187",22.2,3.3,"Tree","Diogoa zenkeri","Defaunated",9.323
"3503","DF_5B","4189",18.9,3.6,"Tree","Centroplacus glaucinus","Defaunated",9.323
"3504","DF_5B","4192",25.9,2.5,"Tree","Quassia africana","Defaunated",9.323
"3505","DF_5B","4197",23.8,1.7,"Sapling","Garcinia afzelli","Defaunated",9.323
"3506","DF_5B","4199",36.3,8,"Tree","Baphia leptobotris","Defaunated",9.323
"3507","DF_5B","4669",39.2,4.1,"Tree","Baphia leptobotris","Defaunated",9.323
"3508","DF_5B","2585",28.4,5,"Tree","Chytranthus talbotii","Defaunated",9.323
"3509","DF_5B","3992",13.5,1.7,"Sapling","Diogoa zenkeri","Defaunated",9.323
"3510","DF_5B","3994",12.5,1.7,"Sapling","Greenwayodendron suaveolens","Defaunated",9.323
"3511","DF_5B","3996",7.4,1.5,"Sapling","Agellae paradoxa","Defaunated",9.323
"3512","DF_5B","3996",7.4,1.5,"Sapling","Phyllanthus diandrus","Defaunated",9.323
"3513","DF_5B","4005",11.8,1.8,"Sapling","Phyllanthus diandrus","Defaunated",9.323
"3514","DF_5B","4007",22.9,1.7,"Sapling","Crudia gabonensis","Defaunated",9.323
"3515","DF_5B","4011",14.5,1.7,"Sapling","Afrostyrax lepidophyllus","Defaunated",9.323
"3516","DF_5B","4277",22.9,15,"Tree","Scorodophloeus zenkeri","Defaunated",9.323
"3517","DF_5B","3206",43.3,8,"Tree","Baphia leptobotris","Defaunated",9.323
"3518","DF_5B","3398",100,9,"Tree","Klaineanthus gabonii","Defaunated",9.323
"3519","DF_5B","3785",12.5,2.5,"Tree","Phyllanthus diandrus","Defaunated",9.323
"3520","DF_5B","3787",10.7,1.7,"Sapling","Centroplacus glaucinus","Defaunated",9.323
"3521","DF_5B","3789",39.2,4,"Tree","Baphia leptobotris","Defaunated",9.323
"3522","DF_5B","3790",20.1,3.3,"Tree","Greenwayodendron gabonensis","Defaunated",9.323
